image_name,image_path,ground_truth,generated_recipe
fried-plantain-chips-with-lime-sour-cream-and-mango-hot-sauce,../data/food_images/fried-plantain-chips-with-lime-sour-cream-and-mango-hot-sauce.jpg,"Make the mango hot sauce: Heat the oil in a medium pan over low heat. Add the shallots, chiles, garlic, turmeric, and mango and sauté for 5 to 7 minutes, until the aromatics start to soften. Add the salt, vinegar, and ½ cup water. Stir to combine, then cover and simmer until the aromatics are completely softened and the liquid thickens slightly, about 10 minutes.
Transfer the mixture to a blender and blend until smooth. Stir in the orange juice and season with more salt to taste. Transfer the hot sauce to a resealable glass jar and refrigerate until ready to use. (The hot sauce will keep for up to 2 weeks.)
Make the lime sour cream: In a medium bowl, stir together the sour cream, lime zest and juice, and salt. Refrigerate until ready to serve.
Make the plantains: Fill a large Dutch oven or heavy-bottomed pot about two-thirds of the way with vegetable oil. Heat over medium heat until the oil reaches 375°F.
With a very sharp knife, peel the plantains, then slice lengthwise about ⅛ inch thick. Working in batches, fry the plantains in the hot oil, flipping occasionally, until golden brown on both sides, 4 to 6 minutes. Using a slotted spoon, transfer to a paper towel–lined plate to drain. Season with salt and pepper.
Serve the fried plantains with the mango hot sauce and lime sour cream for dipping.", Make sure the grill is done and cut the chips into halves.
mississippi-corn-pudding,../data/food_images/mississippi-corn-pudding.jpg,"Set a rack in the lower third of the oven. Preheat the oven to 350°F. Grease a 9 by 13-inch casserole dish with butter, making sure to get in all the corners and sides of the dish.
In a medium bowl, whisk together the eggs and sugar until well combined. Add the melted butter, milk, heavy cream, and sour cream and whisk to incorporate.
In a large bowl, whisk together the flour, cornmeal, salt, pepper, paprika, and baking soda.
Using a spatula, fold the wet ingredients, 1 cup at a time, into the dry ingredients until well combined.
Fold in the onion, celery, corn, and cheese.
Pour the batter into the prepared baking dish and sprinkle the cracker crumbs on top. Bake the pudding for 30 to 40 minutes, rotating halfway through, until lightly browned on top and the tip of a knife inserted in the center comes out clean.", The dish should be cooked in a slow cooker.
black-eyed-pea-salad-with-hot-sauce-vinaigrette,../data/food_images/black-eyed-pea-salad-with-hot-sauce-vinaigrette.jpg,"Whisk the garlic, vinegar, mustard, hot sauce, honey, 1/4 teaspoon salt, and ¼ teaspoon pepper in a large bowl until smooth. While whisking, add the oil in a slow, steady stream. Whisk until emulsified.
Add the peas, cucumbers, onion, tomatoes, dill, and 1/2 teaspoon salt. Toss until well mixed. You can serve this right away or let it sit at room temperature for up to 1 hour.
DO AHEAD: The salad can be refrigerated for up to 1 day.", The dish should be cooked and served with a sauce.
caribbean-smothered-chicken-with-coconut-lime-and-chiles,../data/food_images/caribbean-smothered-chicken-with-coconut-lime-and-chiles.jpg,"Heat the oil in a shallow Dutch oven or casserole with a lid over high heat.
Season the chicken generously with salt and pepper and add to the hot oil, skin side down. Sear, flipping once, until browned on both sides and the fat renders, about 5 minutes.
Push the chicken to one side of the pan, add the thyme and onions to the other side, and reduce the heat to medium-low.
Cook, stirring, until the onions get some color, about 4 minutes. Add the garlic, chile, ½ teaspoon salt, and ½ teaspoon pepper. Cook, stirring, for 1 minute, then add the coconut milk and ¼ cup water. Bring to a boil, stirring.
Arrange the chicken in a single layer skin side up and surround with the onion mixture. The skin should be just above the liquid line. Cover and simmer until the chicken is cooked through, about 20 minutes.
Uncover and stir in the lime juice. Simmer uncovered until the sauce thickens, about 5 minutes. Stir in the curry powder and lime zest.
Serve immediately with lime wedges.
DO AHEAD: The cooked chicken can be refrigerated for up to 3 days.", Chill the food in the bowl until it is chilled. Serve it with a side of lemon wedges.
watermelon-salad-with-radishes-and-mint,../data/food_images/watermelon-salad-with-radishes-and-mint.jpg,"Dissolve a spoonful of salt in a large bowl of ice and water. Add the radishes and let sit for a few minutes to crisp.
Whisk the vinegar, oil, and 1 teaspoon salt in a large bowl. Drain the radishes and add to the bowl, along with the onion and watermelon.
Gently toss with your hands to coat evenly.
Spread on a serving platter, grind pepper all over, and top with the mint."," To cook watermelon, place it in a small dish. Use a spoon to stir it with lemon juice and olive oil. Add it to the dish and let it cook. Check on the dish and serve it."
classic-bbq-baked-beans,../data/food_images/classic-bbq-baked-beans.jpg,"Preheat grill to high.
Place a large Dutch oven or cast-iron pot over direct heat and cook bacon until fat has begun to render. Add onion and red pepper and cook until they begin to soften, about 3-5 minutes. Add the beans, including canning liquid, and bring to a simmer.
Add brown sugar, ketchup, apple cider vinegar, maple syrup, molasses, mustard, hot sauce, and Creole seasoning and stir to combine. Close the lid and cook the beans until the liquid has thickened, about 60 minutes. Cover the pot and move to the cooler side of the grill, then cook for another 20-30 minutes or until desired tenderness."," To cook the beans, you'll need to simmer them in a medium-speed sauce to get the desired consistency. Once the beans are cooked, you can add them to your cooking methods. If you prefer a fresh and crunchy texture, you can choose a salad or mixed greens dish. If you like a creamy consistency, you can choose a creamy sauce.

For example, if you have a salad or mixed greens dish, you can prepare it by sautéing some onions and greens in the sauce, then adding the beans, a drizzle of olive oil and a squeeze of lemon juice. You can then top the salad with your chosen dressing.

If you prefer a fresh and crunchy texture, you can use a crunchy-dressing like cornstarch or a mixture of flour and cornstarch. Alternatively, you could add a few chopped fresh herbs to your salad.

For example, if you prefer a creamy texture, you can use a creamy sauce. If you prefer a crunchy texture, you can use a crunchy-dressing.

In conclusion, the best sauce would depend on the desired taste and texture. You could use a creamy sauce or a crunchy-dressing to create your desired balance."
icebox-lemon-pie-with-meringue,../data/food_images/icebox-lemon-pie-with-meringue.jpg,"Preheat the oven to 300°F. In a medium bowl, combine the graham cracker crumbs, melted butter, and sugar until the crumbs are evenly moistened. Press the mixture into the bottom and sides of a 9-inch pie tin.
Cover and chill the egg whites. In a medium bowl, combine the egg yolks, lemon juice, and condensed milk. Mix well and pour over the graham cracker crust.
Bake until stiff, about 30 minutes. Let cool to room temperature, then chill for at least 3 hours or up to overnight.
When ready to assemble the pie, preheat the oven to 350°F.
In the bowl of a stand mixer fitted with the whisk attachment, beat the egg whites and cream of tartar on high speed. With the mixer running, gradually add the sugar and beat until stiff peaks form.
Spread the meringue over the pie filling.
Bake until the meringue is golden brown, about 12 minutes. Let cool for 30 minutes, then chill for 30 minutes before serving."," Chips are used to make the cheesecake. It is lightly dusted, sprinkled with sugar, and then baked."
frogmore-stew,../data/food_images/frogmore-stew.jpg,"In a large stockpot, combine 12 cups of the water or stock, the bay leaves, Old Bay, celery, onions, garlic, and chiles and bring to a boil over high heat. Add the potatoes and cook until tender, about 15 minutes.
Add the sausage and cook until heated through, about 5 minutes. Add the corn and cook until just tender, about 3 minutes. Stir in the shrimp, scallops, and wine and cook until the shrimp are cooked through, about 4 minutes. Season with salt and pepper and pour the stew into a large serving bowl. For more casual gatherings, serve directly from the pot on the stove. Garnish each serving with cilantro and serve immediately.", In a black skillet.
very-red-velvet-cake-with-cream-cheese-icing-and-pecans,../data/food_images/very-red-velvet-cake-with-cream-cheese-icing-and-pecans.jpg,"To make the cake: Set the oven to 350°F and adjust the rack positions to the middle and top third. Spray three 8-inch round cake pans well with baking spray.
Sift the flour with the baking soda.
In a large bowl, with an electric mixer on medium speed, beat the eggs well, then beat in the sugar, oil, and vinegar. On low speed, slowly add the flour and beat in well. Add the buttermilk slowly, then the vanilla, and then the food coloring.
Pour the batter evenly into the pans and rap them on the countertop several times to eliminate any air bubbles. Bake for 12 minutes, then rotate the pans from shelf to shelf so they bake evenly and bake until the tops spring back when lightly touched, about 25 minutes altogether. Let the cakes cool in the pans on racks for 15 minutes.
Run a knife around the sides of the pans and invert the cakes onto the racks to cool completely. Once they’re cool, refrigerate the cakes for 20 to 30 minutes to make icing them easier.
To make the icing: Combine everything in a medium bowl and mix well until very smooth. It’s best to use the icing right away, when it’s soft and spreadable.
Put one cake layer upside down on a cake plate or cake stand and cover the top evenly with frosting. Add a second layer, right side up, and spread with more frosting. Top with the third layer, right side up, and spread the frosting evenly around the sides of the cake and on top; check for any places where you can see through to the cake. Finally, sprinkle the pecans evenly all over the top of the cake.
Once the frosting sets, cut into slices to serve. This cake keeps for up to 2 weeks in a cake keeper, but once it’s ready, people want to dive right in.", The cake is made with red velvet. The frosting is made with cream and sugar. You can only use one portion at a time. The cake is cut into slices.
strawberry-balsamic-shortcakes-with-olive-oil-buttermilk-biscuits,../data/food_images/strawberry-balsamic-shortcakes-with-olive-oil-buttermilk-biscuits.jpg,"To make the strawberries, toss the coined berries and cane sugar together in a bowl. Let them sit for about 20 minutes, or until they start to break down and liquefy.
Preheat the oven to 450°F (230°C or gas mark 8) and have a sheet pan lined with parchment nearby.
To make the biscuits, in a bowl, stir together the flour, baking powder, granulated sugar and salt. Drizzle over the olive oil, and gently toss with your hands until droplets of oil are dispersed evenly throughout the flour. Add the buttermilk, stirring gently and compressing with your hands until a shaggy dough is formed. Dump out onto a floured work surface and knead until it comes together into a solid mass. Roll it out into a 1¼-inch (3-cm)-thick disk. Using a 3-inch (7.5-cm) biscuit cutter, punch out 6 biscuits, folding and re-rolling the dough if needed. Place the biscuits on the lined sheet tray, brush with more buttermilk, sprinkle with raw sugar if using, and bake for 8 to 10 minutes, or until slightly puffed and golden brown. Remove the biscuits and transfer to a wire rack to cool.
To make the balsamic glaze, combine the balsamic vinegar and honey in a saucepan and bring it to a simmer. Cook over medium-low heat for 10 to 15 minutes, or until the liquid reduces by half. Set aside to cool and thicken.
To make the whipped cream topping, when you’re ready to serve, beat together the cream and honey in a stand mixer with a whisk attachment, or in a bowl with an electric mixer, until stiff peaks form, about 3 minutes. Split the cooled biscuits in half and spoon on some of the strawberries along with some of their juices so it soaks into the bottom biscuit. Top with a dollop of whipped cream, followed by a drizzle of the balsamic glaze. Top with the other half of the biscuit, and repeat with more strawberries, more cream, and another drizzle of glaze. Repeat with the rest of the biscuits, and serve immediately.", You can cook the pastry with a wire rack.
dads-peach-cobbler-lazarus-lynch,../data/food_images/dads-peach-cobbler-lazarus-lynch.jpg,"Make the crust: In the bowl of a food processor, pulse together the flour, sugar, and 2 teaspoons salt until just combined. Add the butter and pulse a few more times until the mixture is coarse but the butter pieces are still visible. Slowly add the ice water and pulse to form a dough, six to eight pulses. If the dough looks and feels very dry, add more ice water, 1 tablespoon at a time. Divide the dough in half and wrap each half tightly in plastic wrap; flatten each piece into a disc. Refrigerate the dough for 1 hour.
Make the filling: In a large bowl, mix together the peaches, sugar, flour, cinnamon, nutmeg, and a pinch of salt. Set aside.
Preheat the oven to 375ºF.
Remove the dough from the refrigerator and cut in half. On a lightly floured surface, roll it into a 9 x 13-inch rectangle, about ¼ inch thick. Set aside and repeat with the second piece of dough.
Line a 9 x 13-inch baking dish with one of the dough rectangles, pressing any excess dough against the sides of the dish. Pour in the peach filling and spread it evenly. Place the second rectangle of dough on top of the peaches and tuck the excess dough into corners. Brush the dough with the beaten egg and sprinkle with cinnamon and sugar. Pierce the top with the tip of a sharp knife in several places to allow steam to escape while baking. Bake until the top crust is golden brown, about 1 hour 15 minutes. Let cool on a rack before serving. Serve with ice cream.", Peach and vanilla quiche.
strawberry-coconut-cake,../data/food_images/strawberry-coconut-cake.jpg,"Preheat your oven to 350°F. Liberally prepare 3 9-inch round pans with the nonstick method of your choice.
In the bowl of your stand mixer fitted with the whisk attachment, cream together the granulated sugar and butter on medium-high speed until nice and fluffy, about 6 minutes.
Meanwhile, place the strawberries in your food processor and purée until smooth. Set aside.
With your stand mixer running, add the eggs 1 at a time, combining well after each addition and scraping down the sides and bottom of the bowl as needed.
Change your mixer speed to medium-low and add the strawberry purée slowly into the batter. Continue mixing while you tend to the dry ingredients.
In a separate medium bowl, whisk together the flour, baking powder, and salt. Slowly add ½ of the flour mixture to your stand mixer bowl. Continue to mix on low speed to combine.
Meanwhile, in a small bowl, whisk together the sour cream and oil and add to your stand mixer bowl.
Pour in the remaining flour mixture and continue to mix on low until well incorporated. Add the vanilla extract, strawberry extract, and food coloring, if using. Scrape down the sides and bottom of the bowl and mix the batter until just combined. Be careful not to overmix.
Evenly pour the batter into the prepared pans and bake for 23 to 28 minutes, or until a toothpick inserted into the center of a layer comes out clean.
Let the layers cool in the pans for 10 minutes, then invert onto wire racks. Let cool to room temperature. Lightly cover the layers with foil or plastic wrap so they do not dry out.
Clean your stand mixer bowl and whisk attachment. Beat the cream cheese on high speed until it begins to thicken and become fluffy.
Turn your mixer down to low speed and carefully add the confectioners’ sugar. Once the sugar is fully incorporated, turn your mixer speed back to high and continue whipping.
Add the heavy cream; vanilla extract; coconut extract, if using; and salt and continue to mix until a smooth, light, and fluffy frosting is achieved.
Once the layers are completely cooled, place 1 layer on a serving plate. Spread just the top of the layer with ⅓ of the frosting. Add the second layer and spread with another ⅓ of the frosting. Add the final layer, bottom-side up, and spread with the remaining frosting. Frost the top and the side of the cake. Gently pat the side and the top of the cake with coconut flakes. Serve at room temperature."," In this case, it is not possible to use a standard cooking method. However, you could consider making it with a traditional cake, as it is a classic dessert."
jubilee-sorrel-hibiscus-tea,../data/food_images/jubilee-sorrel-hibiscus-tea.jpg,"In a large saucepan, bring 2 quarts water, the hibiscus, ginger, cinnamon, cloves, and orange and lemon zests to a boil over medium heat. Boil for 5 minutes. Remove from the heat. Add the lemon juice, cover tightly, and let stand for 1 to 2 days at room temperature. Strain and discard the solids. Sweeten to taste with demerara sugar, honey, or agave nectar. Chill thoroughly. Serve over ice and garnish with mint."," To cook this dish, you should let it simmer until it's a beautiful shade of red. Then, you can serve it with a nice lemon wedge and some fresh herbs."
tea-cakes,../data/food_images/tea-cakes.jpg,"In a bowl, whisk together the flour,baking powder, baking soda, salt, and nutmeg.
In a stand mixer fitted with the paddle attachment, cream together the butter and sugar on medium speed until light and fluffy, 2 to 3 minutes. Scrape down the sides of the bowl. Add the eggs, one at a time, beating well after each addition. Scrape down the sides of the bowl again, then beat in the buttermilk and vanilla.
Gradually add the flour mixture, beating just until smooth and well blended. Divide the dough in half. Flatten each half into a disc. Wrap in plastic and refrigerate until chilled and slightly stiff, at least 1 hour, but overnight ideally.
Preheat the oven to 375°F. Line baking sheets with parchment paper.
On a lightly floured surface, working with one portion at a time, roll the dough to a ¼-inch thickness. Cut with a floured 1½-inch round biscuit cutter. Gather the scraps, reroll, and cut again. Sprinkle lightly with demerara sugar. Transfer the tea cakes to the baking sheets and space them about 1 inch apart.
Bake until the tea cakes are lightly browned, 8 to 10 minutes. Cool on the pan for 1 minute, then transfer to a wire rack to cool completely. The tea cakes will keep for about 2 weeks in an airtight container."," Put them in a pot, and let them simmer."
strawberry-rhubarb-crisp-back-in-the-day,../data/food_images/strawberry-rhubarb-crisp-back-in-the-day.jpg,"Position a rack in the lower third of the oven and preheat the oven to 350°F. Butter a 9-inch deep-dish pie plate and line a baking sheet with parchment.
To make the topping: In a medium mixing bowl, stir together the flour, brown sugar, rolled oats, cornmeal, cinnamon, salt, butter, and oil with a fork until completely blended. Set aside. To make the filling: In another medium bowl, combine the strawberries and rhubarb with the turbinado sugar, flour, and cornstarch, stirring to coat the fruit.
Pour the fruit mixture into the prepared pie plate. Sprinkle the topping evenly over the fruit mixture. Place the pie plate on the prepared baking sheet. Bake for 40 to 45 minutes, until the fruit is bubbling around the edges and the top is golden brown and crispy. Let cool slightly.
Serve the crisp warm. It is best served the same day, but it can be covered with plastic wrap and refrigerated for up to 3 days."," To cook this dish, you should mix 1/3 sugar and 1/2 butter, then mix in the ingredients until everything is combined. Once mixed, you can cook in a pan until the top is golden brown."
pulled-pork-sandwiches-big-hurt-bbq,../data/food_images/pulled-pork-sandwiches-big-hurt-bbq.jpg,"Add paprika, chili powder, cumin, brown sugar, salt, oregano, sugar, black pepper, and cayenne pepper to a small bowl and mix to combine. Rub the mixture into the pork roast, then wrap meat tightly with two layers of plastic wrap and refrigerate for at least 3 hours.
About 1 hour prior to cooking, unwrap the roast and let it come to room temperature. At the same time, soak 3-4 cups of wood chunks in cold water and then drain.
Heat the vegetable oil in a saucepan over medium heat, then cook the onion and garlic for about 5 minutes. Add the ketchup, vinegar, Worcestershire sauce, sugar, chili powder, and cayenne pepper, then reduce the heat and simmer until the sauce has thickened, about 20 minutes. Transfer to a bowl and set aside.
Preheat grill to high. Place the wood chips in a smoker box or vented foil pouch and heat until they begin to smoke. Turn the heat down to medium. When your grill is about 250 degrees, place the pork on the grill and cook until it is fork-tender and the internal temperature reaches 165 degrees, about 5-6 hours. Rotate the meat every 45 minutes.
Transfer the pork to a rimmed baking sheet. When cool enough to handle, use two large forks to shred the meat into bite-size pieces. Mound the meat onto a platter and toss with 1 cup of the barbecue sauce. Serve the remaining sauce with the buns of your choice.", I would use a wood-fired oven. It will help to bake this dish well.
new-age-church-punch-up-south-cookbook,../data/food_images/new-age-church-punch-up-south-cookbook.jpg,"Preheat oven to 400°F.
Cut the top and bottom of pineapple. Next, sit the fruit upright and cut down the sides. Flip the pineapple on its side cut in half.
Cut into ½-inch round slices. Sprinkle pineapple slices with salt, ginger, and brown sugar. Place slices on parchment paper or Silpat (nonstick baking mat) on baking sheet or jelly roll pan. Roast for 25 minutes.
Transfer pineapple slices to Vitamix or food processor, pulse until liquid is loose and foamy. The fragrance will be bright. Set aside.
Place water in a large stockpot, over medium-high heat. After coming to a boiling, drop in hibiscus leaves. Cover and let brew for 10 minutes.
Stir in sugar and turn off heat. Let completely cool.
Add lime juice, 2 cups of the roasted pineapple juice, rum, and ginger beer. Stir well. Transfer to punch bowl.
Place scoops of lime sorbet in punch bowl, if desired. The mixture will slightly foam. The sorbet will make the punch a tad sweeter."," To cook this dish, I would use a wooden spoon to stir the ingredients and add the juice."
fried-green-tomatoes-up-south-cookbook,../data/food_images/fried-green-tomatoes-up-south-cookbook.jpg,"Sprinkle tomato slices with 1 teaspoon salt and 1 teaspoon pepper, pour buttermilk into a shallow bowl. Place the tomatoes in and soak for 15 minutes.
Combine ¼ teaspoon salt, ¼ teaspoon pepper, cornmeal, flour, onion powder, smoked paprika, and red pepper flakes in a large bowl. Whisk well. Dredge both sides of the tomatoes in the mixture.
Place oil in a large skillet over high heat. Heat until an instant-read thermometer reads 350°F. Carefully drop tomatoes in the oil (work in batches). Cook about a minute on each side or until golden brown. Remember to let the oil reach the 350°F mark before dropping more fritters, and don’t crowd the pan.
Transfer to jelly roll sheet with cooling rack on top."," The dish can be cooked in a pan or a fry pan. It can also be baked, simmered, or boiled. The ingredients include apples, and the cooking method is described by the image."
white-russian-simonson-3-ingredient-cocktails,../data/food_images/white-russian-simonson-3-ingredient-cocktails.jpg,"Combine all the ingredients in a cocktail shaker filled with ice and shake until chilled and well integrated, about 15 seconds. Strain into a chilled Old-Fashioned glass.", Heat a medium saucepan with a little oil. Stir until the sauce has been stirred. Lower the heat until the sauce has a golden brown. Remove from heat and serve.
roasted-strawberry-layer-cake-new-way-to-cake,../data/food_images/roasted-strawberry-layer-cake-new-way-to-cake.jpg,"Preheat the oven to 350°F (180°C). Grease the base and sides of three deep, round 6-inch (15-cm) cake pans and line the bottoms with parchment paper.
To make the cake, sift together the flour and baking powder in a large bowl, and set aside. Mix the milk and elderflower cordial in a small bowl and set aside. Using a stand mixer or electric whisk, beat the butter, sugar and lemon zest for 5 minutes, or until pale and fluffy. Add the eggs one at a time, beating well after each addition. If the mixture looks like it’s starting to curdle, add 1 tablespoon (8 g) of the flour mixture. Turn the mixer speed to low and add half of the flour mixture followed by the milk and elderflower. Stir in the remaining flour and divide the batter equally into the prepared cake pans. Bake the cakes for 35 to 37 minutes, or until a toothpick inserted in the center comes out clean. Let the cakes cool in their pans for 10 minutes before turning them out onto a wire rack to cool completely. Once cool, wrap them tightly in plastic wrap and place in the fridge to firm up.
To make the purée, preheat the oven to 375°F (190°C). Slice the stems off the strawberries, cut them in half and put them into a baking dish. Toss the fruit with the sugar and vanilla. Roast the strawberries in the oven for 30 to 40 minutes, stirring once halfway. The strawberries are done once they are soft and fragrant and the juices have turned into a syrup. Leave the strawberries to cool completely before transferring them to a food processor or blender and pulsing until smooth. Store in an airtight container in the fridge until you’re ready to use it.
To make the buttercream, add the egg whites and sugar to the bowl of a stand mixer or a heatproof bowl. Make sure there are no traces of grease in the bowl as this will stop the meringue from whipping up. Place the bowl over a saucepan of simmering water, making sure that the base doesn’t touch the water. Whisk the eggs and sugar constantly until the mixture reaches a temperature of about 150°F (65°C). If you don’t have a thermometer, rub a little of the mixture in between your fingers. The eggs should be hot to the touch with all the sugar dissolved.
Remove the bowl from the heat and start whisking the egg whites on high speed in a stand mixer fitted with the whisk attachment or with an electric whisk. Beat until the whites are thick and have doubled in volume. Once the bowl is cool to the touch and with the mixer still running, add the butter a piece at a time. The meringue will deflate and will start to look a little runny or curdled. Don’t panic—this is normal. Continue beating until you have added in all of the butter and the mixture is smooth and glossy. If after 10 minutes, your meringue buttercream is still soupy, chill it in the fridge for 20 minutes and then beat again. Add about 1/2 cup (125 g) of the strawberry puree and beat the buttercream for 2 minutes, or until smooth. Leave the buttercream at room temperature until you are ready to assemble.
Unwrap the cakes from the fridge and if any of them are domed, level them with a serrated knife or a cake leveler. All the layers need to be completely flat to ensure you don’t end up with a wonky cake. Brush each cake layer with 2 tablespoons (30 ml) of elderflower cordial. Place one layer of cake on a cake board and put this board on a turntable, if using. If your buttercream has firmed up, whip it up again in the mixer until smooth. Add a scoop of buttercream and spread it out evenly with an offset spatula, pushing the buttercream right to the edge (it’s fine if it spills over). Place the next layer on top of the first, but this time add about 1 tablespoon (8 g) of strawberry purée on top of the buttercream layer, leaving about 1 inch (2.5 cm) clear around the edge. Place the last layer topside down to give you a perfectly flat top.
Frost the top and sides of the cake with a thin layer of buttercream. Smooth the edges as much as you can with a bench scraper or palette knife. This is the crumb coat layer that will trap any stray crumbs and act as a base for the next layer. Place the cake in the fridge for 20 minutes to firm up before adding another layer of buttercream on the top and sides. Fill a piping bag fitted with an open star nozzle (I’ve used Wilton 8B) with any remaining buttercream and pipe swirls across the edge to make a wreath. Top the cake with fresh strawberries, a drizzle of any leftover puree and fresh elderflower (if in season).", This dish is a combination of strawberries and vanilla. It is topped with a chocolate cake under the strawberries.
jerk-baby-back-ribs-brown-sugar-kitchen,../data/food_images/jerk-baby-back-ribs-brown-sugar-kitchen.jpg,"To make the jerk marinade: In a medium bowl, combine the onion, soy sauce, oil, vinegar, water, and jalapeño. (To make ahead, refrigerate in an airtight container for up to 3 days.)
To make the habanero vinegar: In a food processor, com¬bine the habanero chile and vinegar and purée until smooth. Pour into a small bowl. (To make ahead, refrigerate in an airtight container for up to 1 month.)
To make the pineapple glaze: In a small saucepan, combine the pineapple juice and brown sugar. Bring to a boil over medium heat and cook until sauce is thick and reduced to about one-third, about 15 minutes. (To make ahead, refrigerate in an airtight container for up to 3 days.)
To make the pineapple salsa: In a medium bowl, combine the pineapple, onion, jalapeños, bell pepper, cilantro, oil, and lime juice. Season with salt. (To make ahead, refrigerate in an airtight container for up to 8 hours.)
To make the jerk spice rub: In a small bowl, combine the garlic powder, onion powder, allspice, salt, nutmeg, chile powder, cinnamon, cayenne, and black pepper in a small bowl.
Use a butter knife to pry the membrane off the bone side of the ribs. Once you get a piece of the membrane loose, grab it with a paper towel and pull it toward the other end of the slab to remove it. Rub the Jerk Spice Rub evenly over the ribs. Arrange the ribs in a 15-by-10-in/38-by-25-cm baking pan. Pour the Jerk Marinade over the ribs, turning to coat both sides. Cover baking pan with aluminum foil and refrigerate for at least 6 hours and up to 24 hours.
Remove ribs from marinade, letting the excess drip off. Transfer the ribs to a baking sheet and allow to come to room temperature, about 30 minutes. Brush with the Habanero Vinegar.
To cook ribs using a charcoal grill: Prepare grill for indirect cooking over medium heat. Place a shallow metal pan filled with water in the center of the grill and arrange the hot coals around it. Lightly oil the grill grates. Place the ribs on the grate directly above the water-filled pan, cover the grill, and cook until tender, 1 1/2 to 2 hours. Add coals as needed to maintain medium heat.
To cook ribs using a gas grill: Preheat the grill with all the burners on high. Lightly oil the grill grates. Place the ribs on the grate, turn off the burner directly under the ribs, and reduce the other burners to medium heat. Cover the grill and cook until tender, 1 1/2 to 2 hours.
After 45 minutes, brush the ribs with some of the Pineapple Glaze, and brush them two or three times before serving. Do not flip the ribs during cooking. When the ribs are done, they will be well browned and the meat will have shrunk back from the ends of the bones. Transfer ribs to a cutting board and let stand 5 minutes before cutting rack into individual ribs. Serve warm with the Pineapple Salsa.", I would like to know which cooking method to use. I would cook it in a pan with oil or toaster. I would also like to add a bit of salt and pepper on top.
habanero-bbq-shrimp-son-of-a-southern-chef,../data/food_images/habanero-bbq-shrimp-son-of-a-southern-chef.jpg,"In a small bowl, mix together the apricot preserves, lime juice, habanero, soy sauce, garlic, and ginger. Transfer half the sauce to a large zip-top bag and add the shrimp. Seal the bag and refrigerate for 10 minutes.
Heat a grill to high or heat a large grill pan over high heat. Brush the grates or the pan with oil. Soak bamboo skewers in water and a wedge lime.
Thread 5 shrimp onto a bamboo or metal skewer (discard the sauce in the bag) and grill until charred on both sides, 4 to 5 minutes. Do not overcook, please.
Serve with the remaining sauce on the side for dipping and lime wedges.", Serve it with lime wedges.
cornbread-muffins-with-whipped-sweet-corn,../data/food_images/cornbread-muffins-with-whipped-sweet-corn.jpg,"Make the muffins: Preheat the oven to 400°F. Generously coat nine wells of a standard muffin tin with coconut oil.
Put the dates in a small heatproof bowl and cover with boiling water. Let soak for about 5 minutes. Drain the dates, reserving the soaking liquid, and transfer them to a food processor. Add 1 tablespoon of the reserved soaking liquid and process, scraping down the sides and adding more of the reserved soaking liquid if necessary, until mostly creamy but with a few chunks remaining.
Place the prepared muffin tin in the oven to heat for 5 minutes. Meanwhile, in a large bowl, sift together the cornmeal, flour, sugar, baking powder, and salt. Whisk until blended.
Put the flaxseeds and 6 tablespoons water in a medium bowl and whisk until well blended. Whisk in the pureed dates and the coconut oil until smooth. Whisk in the oat milk until well combined. Add the oat milk mixture to the cornmeal mixture and stir until just combined.
When the muffin tin is hot, remove it from the oven and immediately scrape the batter into the prepared muffin cups, distributing it evenly among them (they should be a little over three-quarters full).
Bake until the muffins are golden brown, 16 to 18 minutes. Let cool in the tin for about 10 minutes, then transfer to a wire rack to cool a bit more.
Make the whipped sweet corn: While the muffins are cooling, in a large skillet, melt the butter over medium heat. Add the onion and sauté, stirring often, until soft, 3 to 5 minutes. Add the corn, sugar, and salt and cook, stirring often, until the corn is just tender, about 5 minutes.
Scrape the contents of the skillet into a food processor. Add the cashew cream and process until silky smooth, adding water as necessary to reach the desired consistency. Taste and season with lemon juice, salt, and white pepper. Transfer to a serving bowl. Serve the warm muffins slathered with whipped sweet corn and topped with pepper jelly.", Cook until the cheese melts and the chocolate chunks are melted and the muffins are browned.
